AssetID,ClientID,AssetName,AssetType,AssetEnvironment,AssetBusinessCriticality,AssetIPAddressOrHostname,AssetStatus
3853,106,FIR-106-03853,Firewall,Dev,Low,10.106.15.13,Active
3854,83,SWI-083-03854,Switch,Test,High,10.83.15.14,Active
3855,132,SER-132-03855,Server,Staging,Low,10.132.15.15,Retired
3856,159,WOR-159-03856,Workstation,Staging,High,10.159.15.16,Active
3857,186,SWI-186-03857,Switch,Prod,Low,10.186.15.17,Active
3858,175,DAT-175-03858,Database,Dev,High,DAT-175-03858,Retired
3859,87,ROU-087-03859,Router,Test,Low,10.87.15.19,Active
3860,73,CLO-073-03860,CloudVM,Test,Medium,10.73.15.20,Active
3861,94,ROU-094-03861,Router,Test,High,ROU-094-03861,Active
3862,52,SER-052-03862,Server,Test,High,SER-052-03862,Active
3863,94,CLO-094-03863,CloudVM,Staging,High,CLO-094-03863,Active
3864,185,SWI-185-03864,Switch,Dev,Medium,10.185.15.24,Active
3865,100,SWI-100-03865,Switch,Staging,Medium,10.100.15.25,Active
3866,103,SWI-103-03866,Switch,Dev,High,SWI-103-03866,Active
3867,62,DAT-062-03867,Database,Dev,Low,10.62.15.27,Active
3868,70,DAT-070-03868,Database,Staging,Low,10.70.15.28,Active
3869,129,DAT-129-03869,Database,Prod,Medium,DAT-129-03869,Retired
3870,72,FIR-072-03870,Firewall,Prod,High,FIR-072-03870,Active
3871,95,SER-095-03871,Server,Prod,Low,SER-095-03871,Active
3872,159,SWI-159-03872,Switch,Prod,Medium,SWI-159-03872,Active
3873,103,FIR-103-03873,Firewall,Dev,Medium,10.103.15.33,Active
3874,102,SWI-102-03874,Switch,Staging,High,SWI-102-03874,Active
3875,62,SER-062-03875,Server,Staging,Medium,SER-062-03875,Active
3876,95,WOR-095-03876,Workstation,Dev,High,WOR-095-03876,Active
3877,74,SER-074-03877,Server,Dev,Low,10.74.15.37,Active
3878,51,ROU-051-03878,Router,Test,Medium,10.51.15.38,Active
3879,78,WEB-078-03879,WebApp,Dev,High,10.78.15.39,Retired
3880,15,CLO-015-03880,CloudVM,Staging,High,10.15.15.40,Retired
3881,118,ROU-118-03881,Router,Prod,Low,10.118.15.41,Active
3882,8,WOR-008-03882,Workstation,Staging,Low,10.8.15.42,Active
3883,43,FIR-043-03883,Firewall,Prod,High,FIR-043-03883,Active
3884,141,CLO-141-03884,CloudVM,Prod,Low,CLO-141-03884,Active
3885,41,ROU-041-03885,Router,Dev,Low,ROU-041-03885,Active
3886,46,DAT-046-03886,Database,Staging,Medium,DAT-046-03886,Retired
3887,175,CLO-175-03887,CloudVM,Prod,High,10.175.15.47,Active
3888,165,FIR-165-03888,Firewall,Prod,Low,10.165.15.48,Active
3889,88,FIR-088-03889,Firewall,Test,Medium,10.88.15.49,Active
3890,34,DAT-034-03890,Database,Staging,Low,DAT-034-03890,Active
3891,49,ROU-049-03891,Router,Staging,High,ROU-049-03891,Retired
3892,16,SER-016-03892,Server,Dev,High,10.16.15.52,Active
3893,138,WOR-138-03893,Workstation,Prod,Medium,WOR-138-03893,Retired
3894,133,SER-133-03894,Server,Prod,High,10.133.15.54,Active
3895,124,FIR-124-03895,Firewall,Test,High,FIR-124-03895,Active
3896,82,CLO-082-03896,CloudVM,Test,High,10.82.15.56,Retired
3897,155,SWI-155-03897,Switch,Test,Low,10.155.15.57,Active
3898,32,ROU-032-03898,Router,Staging,Low,10.32.15.58,Planned
3899,178,WOR-178-03899,Workstation,Staging,High,10.178.15.59,Active
3900,51,WOR-051-03900,Workstation,Test,Medium,10.51.15.60,Active
3901,90,FIR-090-03901,Firewall,Staging,High,10.90.15.61,Retired
3902,7,FIR-007-03902,Firewall,Staging,High,FIR-007-03902,Active
3903,185,WEB-185-03903,WebApp,Dev,Low,10.185.15.63,Planned
3904,61,FIR-061-03904,Firewall,Test,High,10.61.15.64,Planned
3905,198,CLO-198-03905,CloudVM,Test,Low,10.198.15.65,Active
3906,134,FIR-134-03906,Firewall,Prod,Medium,FIR-134-03906,Active
3907,122,ROU-122-03907,Router,Dev,High,ROU-122-03907,Active
3908,109,DAT-109-03908,Database,Prod,Low,DAT-109-03908,Active
3909,9,CLO-009-03909,CloudVM,Staging,High,10.9.15.69,Active
3910,142,CLO-142-03910,CloudVM,Prod,Low,CLO-142-03910,Active
3911,156,CLO-156-03911,CloudVM,Prod,Low,10.156.15.71,Active
3912,52,DAT-052-03912,Database,Prod,High,DAT-052-03912,Active
3913,32,FIR-032-03913,Firewall,Staging,High,FIR-032-03913,Planned
3914,142,ROU-142-03914,Router,Test,Low,ROU-142-03914,Retired
3915,127,DAT-127-03915,Database,Dev,Low,10.127.15.75,Active
3916,200,DAT-200-03916,Database,Staging,High,DAT-200-03916,Active
3917,193,SWI-193-03917,Switch,Test,High,SWI-193-03917,Retired
3918,56,FIR-056-03918,Firewall,Test,High,10.56.15.78,Active
3919,131,SER-131-03919,Server,Prod,Low,SER-131-03919,Active
3920,40,WEB-040-03920,WebApp,Test,Low,10.40.15.80,Planned
3921,176,FIR-176-03921,Firewall,Test,Low,10.176.15.81,Active
3922,104,SER-104-03922,Server,Staging,High,10.104.15.82,Active
3923,159,WEB-159-03923,WebApp,Test,Medium,10.159.15.83,Retired
3924,100,ROU-100-03924,Router,Staging,High,ROU-100-03924,Retired
3925,166,WOR-166-03925,Workstation,Prod,Medium,WOR-166-03925,Active
3926,126,SWI-126-03926,Switch,Prod,High,SWI-126-03926,Active
3927,172,WEB-172-03927,WebApp,Test,Low,10.172.15.87,Active
3928,198,WOR-198-03928,Workstation,Dev,High,WOR-198-03928,Active
3929,169,WOR-169-03929,Workstation,Test,Medium,WOR-169-03929,Active
3930,170,SER-170-03930,Server,Dev,Low,SER-170-03930,Active
3931,147,CLO-147-03931,CloudVM,Dev,Medium,CLO-147-03931,Retired
3932,188,SWI-188-03932,Switch,Staging,High,SWI-188-03932,Active
3933,65,WOR-065-03933,Workstation,Test,Low,10.65.15.93,Active
3934,95,WOR-095-03934,Workstation,Staging,Low,WOR-095-03934,Active
3935,20,WEB-020-03935,WebApp,Dev,Medium,WEB-020-03935,Active
3936,146,WOR-146-03936,Workstation,Staging,Low,10.146.15.96,Active
3937,152,WEB-152-03937,WebApp,Staging,Low,10.152.15.97,Active
3938,48,SER-048-03938,Server,Staging,High,10.48.15.98,Active
3939,5,SWI-005-03939,Switch,Test,Medium,10.5.15.99,Active
3940,171,SER-171-03940,Server,Prod,Low,10.171.15.100,Active
3941,128,WOR-128-03941,Workstation,Test,Low,10.128.15.101,Retired
3942,39,SWI-039-03942,Switch,Prod,High,10.39.15.102,Active
3943,193,DAT-193-03943,Database,Staging,Medium,10.193.15.103,Active
3944,166,CLO-166-03944,CloudVM,Staging,High,10.166.15.104,Retired
3945,134,CLO-134-03945,CloudVM,Test,High,CLO-134-03945,Planned
3946,126,CLO-126-03946,CloudVM,Test,High,10.126.15.106,Active
3947,198,FIR-198-03947,Firewall,Test,Medium,10.198.15.107,Active
3948,173,SER-173-03948,Server,Staging,Medium,10.173.15.108,Retired
3949,136,CLO-136-03949,CloudVM,Staging,Medium,CLO-136-03949,Planned
3950,164,ROU-164-03950,Router,Dev,High,ROU-164-03950,Active
3951,24,DAT-024-03951,Database,Dev,Medium,DAT-024-03951,Active
3952,132,WEB-132-03952,WebApp,Test,High,WEB-132-03952,Active
3953,12,FIR-012-03953,Firewall,Prod,Low,FIR-012-03953,Active
3954,7,WEB-007-03954,WebApp,Staging,Medium,WEB-007-03954,Active
3955,73,CLO-073-03955,CloudVM,Dev,Medium,CLO-073-03955,Active
3956,13,SER-013-03956,Server,Test,Medium,10.13.15.116,Retired
3957,119,DAT-119-03957,Database,Dev,Medium,10.119.15.117,Active
3958,196,DAT-196-03958,Database,Staging,Medium,DAT-196-03958,Active
3959,115,CLO-115-03959,CloudVM,Dev,High,10.115.15.119,Active
3960,52,DAT-052-03960,Database,Dev,Medium,10.52.15.120,Active
3961,9,SWI-009-03961,Switch,Dev,High,SWI-009-03961,Active
3962,63,WEB-063-03962,WebApp,Dev,Low,WEB-063-03962,Active
3963,51,SER-051-03963,Server,Staging,Medium,10.51.15.123,Active
3964,158,FIR-158-03964,Firewall,Staging,Medium,FIR-158-03964,Active
3965,163,WEB-163-03965,WebApp,Test,Low,10.163.15.125,Planned
3966,58,WEB-058-03966,WebApp,Test,High,10.58.15.126,Active
3967,152,CLO-152-03967,CloudVM,Prod,High,CLO-152-03967,Active
3968,29,FIR-029-03968,Firewall,Test,Medium,10.29.15.128,Planned
3969,53,DAT-053-03969,Database,Dev,High,10.53.15.129,Active
3970,81,SWI-081-03970,Switch,Dev,Low,SWI-081-03970,Active
3971,73,DAT-073-03971,Database,Staging,High,DAT-073-03971,Retired
3972,85,SWI-085-03972,Switch,Dev,Low,SWI-085-03972,Active
3973,182,SWI-182-03973,Switch,Prod,Medium,10.182.15.133,Active
3974,102,ROU-102-03974,Router,Test,Low,10.102.15.134,Active
3975,67,SWI-067-03975,Switch,Staging,Medium,SWI-067-03975,Retired
3976,70,DAT-070-03976,Database,Dev,High,10.70.15.136,Active
3977,174,FIR-174-03977,Firewall,Test,High,FIR-174-03977,Active
3978,85,DAT-085-03978,Database,Test,Low,10.85.15.138,Active
3979,186,ROU-186-03979,Router,Dev,High,ROU-186-03979,Active
3980,27,SER-027-03980,Server,Staging,High,SER-027-03980,Active
3981,45,WOR-045-03981,Workstation,Staging,High,10.45.15.141,Active
3982,78,WEB-078-03982,WebApp,Test,Medium,10.78.15.142,Active
3983,106,WEB-106-03983,WebApp,Dev,Medium,10.106.15.143,Active
3984,34,FIR-034-03984,Firewall,Prod,High,FIR-034-03984,Active
3985,78,SWI-078-03985,Switch,Staging,Medium,SWI-078-03985,Active
3986,17,FIR-017-03986,Firewall,Test,Low,FIR-017-03986,Retired
3987,8,FIR-008-03987,Firewall,Dev,High,FIR-008-03987,Active
3988,30,ROU-030-03988,Router,Staging,Medium,10.30.15.148,Retired
3989,92,DAT-092-03989,Database,Test,Medium,10.92.15.149,Retired
3990,161,CLO-161-03990,CloudVM,Prod,Low,10.161.15.150,Active
3991,21,ROU-021-03991,Router,Prod,Medium,10.21.15.151,Active
3992,142,SWI-142-03992,Switch,Test,Medium,10.142.15.152,Retired
3993,102,DAT-102-03993,Database,Test,High,DAT-102-03993,Active
3994,139,WEB-139-03994,WebApp,Prod,High,WEB-139-03994,Retired
3995,47,ROU-047-03995,Router,Staging,High,10.47.15.155,Active
3996,190,FIR-190-03996,Firewall,Prod,High,FIR-190-03996,Active
3997,118,SWI-118-03997,Switch,Test,Medium,10.118.15.157,Active
3998,168,WOR-168-03998,Workstation,Prod,Medium,WOR-168-03998,Active
3999,116,DAT-116-03999,Database,Staging,Low,10.116.15.159,Planned
4000,9,WEB-009-04000,WebApp,Test,Low,10.9.15.160,Active
4001,98,SER-098-04001,Server,Test,Low,SER-098-04001,Active
4002,170,CLO-170-04002,CloudVM,Staging,Medium,CLO-170-04002,Retired
4003,68,ROU-068-04003,Router,Prod,Medium,ROU-068-04003,Active
4004,82,SER-082-04004,Server,Test,High,10.82.15.164,Active
4005,94,SER-094-04005,Server,Test,High,10.94.15.165,Active
4006,157,SWI-157-04006,Switch,Staging,Medium,SWI-157-04006,Active
4007,115,WEB-115-04007,WebApp,Test,High,WEB-115-04007,Active
4008,134,FIR-134-04008,Firewall,Test,High,FIR-134-04008,Active
4009,35,WEB-035-04009,WebApp,Staging,Low,10.35.15.169,Active
4010,56,ROU-056-04010,Router,Prod,High,ROU-056-04010,Active
4011,51,SWI-051-04011,Switch,Staging,Medium,10.51.15.171,Active
4012,188,WOR-188-04012,Workstation,Staging,Medium,WOR-188-04012,Active
4013,3,CLO-003-04013,CloudVM,Staging,High,10.3.15.173,Active
4014,157,WEB-157-04014,WebApp,Dev,High,10.157.15.174,Active
4015,15,FIR-015-04015,Firewall,Dev,Low,FIR-015-04015,Active
4016,15,WOR-015-04016,Workstation,Test,High,10.15.15.176,Active
4017,143,SWI-143-04017,Switch,Staging,High,SWI-143-04017,Retired
4018,56,SWI-056-04018,Switch,Test,High,SWI-056-04018,Active
4019,76,CLO-076-04019,CloudVM,Prod,Low,10.76.15.179,Active
4020,198,SER-198-04020,Server,Prod,Medium,10.198.15.180,Active
4021,42,FIR-042-04021,Firewall,Dev,High,10.42.15.181,Active
4022,15,CLO-015-04022,CloudVM,Staging,Medium,10.15.15.182,Active
4023,140,CLO-140-04023,CloudVM,Prod,Medium,10.140.15.183,Active
4024,177,CLO-177-04024,CloudVM,Dev,Medium,10.177.15.184,Active
4025,160,FIR-160-04025,Firewall,Dev,High,FIR-160-04025,Active
4026,164,ROU-164-04026,Router,Staging,High,10.164.15.186,Retired
4027,121,FIR-121-04027,Firewall,Dev,Low,10.121.15.187,Active
4028,17,FIR-017-04028,Firewall,Test,Medium,10.17.15.188,Active
4029,150,WEB-150-04029,WebApp,Staging,Medium,10.150.15.189,Retired
4030,73,SWI-073-04030,Switch,Test,High,10.73.15.190,Active
4031,161,ROU-161-04031,Router,Staging,Low,10.161.15.191,Active
4032,20,FIR-020-04032,Firewall,Prod,High,FIR-020-04032,Active
4033,13,WOR-013-04033,Workstation,Staging,Low,WOR-013-04033,Active
4034,179,WEB-179-04034,WebApp,Staging,Low,10.179.15.194,Active
4035,172,WOR-172-04035,Workstation,Staging,High,10.172.15.195,Active
4036,125,SWI-125-04036,Switch,Prod,Low,10.125.15.196,Active
4037,154,FIR-154-04037,Firewall,Dev,High,10.154.15.197,Active
4038,159,SWI-159-04038,Switch,Dev,High,10.159.15.198,Active
4039,189,WOR-189-04039,Workstation,Staging,High,WOR-189-04039,Retired
4040,37,CLO-037-04040,CloudVM,Staging,Low,CLO-037-04040,Active
4041,57,CLO-057-04041,CloudVM,Test,High,CLO-057-04041,Active
4042,75,FIR-075-04042,Firewall,Test,High,FIR-075-04042,Active
4043,97,WEB-097-04043,WebApp,Dev,Low,10.97.15.203,Active
4044,98,ROU-098-04044,Router,Test,Low,10.98.15.204,Retired
4045,178,ROU-178-04045,Router,Test,Medium,ROU-178-04045,Active
4046,114,SER-114-04046,Server,Dev,Low,10.114.15.206,Active
4047,128,WEB-128-04047,WebApp,Prod,Medium,10.128.15.207,Active
4048,43,SER-043-04048,Server,Dev,Low,10.43.15.208,Active
4049,197,WEB-197-04049,WebApp,Prod,Low,10.197.15.209,Active
4050,81,ROU-081-04050,Router,Staging,Medium,ROU-081-04050,Active
4051,180,FIR-180-04051,Firewall,Staging,Medium,10.180.15.211,Active
4052,54,FIR-054-04052,Firewall,Dev,Medium,FIR-054-04052,Active
4053,48,CLO-048-04053,CloudVM,Staging,Medium,CLO-048-04053,Active
4054,44,FIR-044-04054,Firewall,Dev,Low,FIR-044-04054,Retired
4055,108,WOR-108-04055,Workstation,Staging,Medium,10.108.15.215,Active
4056,37,FIR-037-04056,Firewall,Prod,Low,FIR-037-04056,Active
4057,186,FIR-186-04057,Firewall,Test,Low,FIR-186-04057,Active
4058,19,WEB-019-04058,WebApp,Staging,High,WEB-019-04058,Active
4059,152,WEB-152-04059,WebApp,Dev,Low,10.152.15.219,Active
4060,103,ROU-103-04060,Router,Staging,High,10.103.15.220,Retired
4061,185,FIR-185-04061,Firewall,Staging,High,10.185.15.221,Active
4062,186,SWI-186-04062,Switch,Test,High,10.186.15.222,Retired
4063,20,WEB-020-04063,WebApp,Dev,Low,10.20.15.223,Active
4064,166,WEB-166-04064,WebApp,Prod,High,WEB-166-04064,Active
4065,28,ROU-028-04065,Router,Prod,High,ROU-028-04065,Active
4066,137,ROU-137-04066,Router,Test,High,10.137.15.226,Active
4067,22,FIR-022-04067,Firewall,Test,High,10.22.15.227,Active
4068,45,WOR-045-04068,Workstation,Dev,Low,WOR-045-04068,Active
4069,170,WOR-170-04069,Workstation,Dev,Low,WOR-170-04069,Retired
4070,112,DAT-112-04070,Database,Staging,Medium,DAT-112-04070,Planned
4071,3,WOR-003-04071,Workstation,Prod,Low,WOR-003-04071,Active
4072,143,SER-143-04072,Server,Staging,Medium,10.143.15.232,Active
4073,193,FIR-193-04073,Firewall,Prod,High,10.193.15.233,Active
4074,46,CLO-046-04074,CloudVM,Staging,Low,10.46.15.234,Active
4075,63,WEB-063-04075,WebApp,Dev,Low,10.63.15.235,Active
4076,164,DAT-164-04076,Database,Dev,Medium,10.164.15.236,Active
4077,199,WOR-199-04077,Workstation,Staging,Low,WOR-199-04077,Active
4078,76,FIR-076-04078,Firewall,Prod,Low,FIR-076-04078,Active
4079,112,FIR-112-04079,Firewall,Test,High,FIR-112-04079,Active
4080,5,SWI-005-04080,Switch,Prod,High,SWI-005-04080,Active
4081,157,SWI-157-04081,Switch,Test,High,SWI-157-04081,Active
4082,125,WOR-125-04082,Workstation,Prod,Medium,10.125.15.242,Active
4083,115,FIR-115-04083,Firewall,Staging,Low,10.115.15.243,Active
4084,157,SWI-157-04084,Switch,Prod,Low,SWI-157-04084,Active
4085,179,ROU-179-04085,Router,Prod,Low,10.179.15.245,Active
4086,15,ROU-015-04086,Router,Staging,Medium,10.15.15.246,Active
4087,189,FIR-189-04087,Firewall,Prod,High,FIR-189-04087,Active
4088,51,FIR-051-04088,Firewall,Dev,High,10.51.15.248,Active
4089,49,WOR-049-04089,Workstation,Prod,Medium,10.49.15.249,Active
4090,84,FIR-084-04090,Firewall,Dev,High,10.84.15.250,Active
4091,61,SER-061-04091,Server,Dev,Low,10.61.15.251,Active
4092,107,FIR-107-04092,Firewall,Prod,High,10.107.15.252,Active
4093,137,DAT-137-04093,Database,Test,Medium,10.137.15.253,Active
4094,63,ROU-063-04094,Router,Test,Low,10.63.15.254,Active
4095,53,DAT-053-04095,Database,Test,High,10.53.15.255,Active
4096,105,WOR-105-04096,Workstation,Dev,Low,WOR-105-04096,Retired
4097,162,DAT-162-04097,Database,Test,Medium,10.162.16.1,Active
4098,64,DAT-064-04098,Database,Dev,High,DAT-064-04098,Planned
4099,20,ROU-020-04099,Router,Test,Low,10.20.16.3,Active
4100,41,ROU-041-04100,Router,Test,Low,10.41.16.4,Active
4101,26,ROU-026-04101,Router,Dev,High,10.26.16.5,Active
4102,154,WOR-154-04102,Workstation,Staging,Medium,10.154.16.6,Active
4103,196,SER-196-04103,Server,Staging,Medium,10.196.16.7,Active
4104,25,SER-025-04104,Server,Staging,Low,10.25.16.8,Active
4105,149,FIR-149-04105,Firewall,Prod,Low,10.149.16.9,Active
4106,138,WOR-138-04106,Workstation,Dev,High,10.138.16.10,Active
4107,160,FIR-160-04107,Firewall,Staging,Low,10.160.16.11,Active
4108,105,WOR-105-04108,Workstation,Staging,Low,10.105.16.12,Active
4109,91,DAT-091-04109,Database,Test,Low,10.91.16.13,Active
4110,90,CLO-090-04110,CloudVM,Test,Low,10.90.16.14,Active
4111,184,FIR-184-04111,Firewall,Staging,Medium,FIR-184-04111,Active
4112,103,DAT-103-04112,Database,Test,Low,10.103.16.16,Retired
4113,148,WOR-148-04113,Workstation,Test,Medium,10.148.16.17,Retired
4114,79,FIR-079-04114,Firewall,Dev,Medium,FIR-079-04114,Active
4115,70,DAT-070-04115,Database,Prod,Medium,10.70.16.19,Active
4116,35,SER-035-04116,Server,Staging,Medium,10.35.16.20,Retired
4117,37,DAT-037-04117,Database,Staging,Low,10.37.16.21,Active
4118,78,WOR-078-04118,Workstation,Staging,Low,10.78.16.22,Active
4119,125,SER-125-04119,Server,Prod,Low,10.125.16.23,Retired
4120,118,SWI-118-04120,Switch,Staging,Medium,10.118.16.24,Active
4121,176,SWI-176-04121,Switch,Staging,Medium,SWI-176-04121,Active
4122,131,ROU-131-04122,Router,Dev,High,10.131.16.26,Active
4123,63,SWI-063-04123,Switch,Staging,Low,10.63.16.27,Active
4124,88,ROU-088-04124,Router,Staging,Low,10.88.16.28,Retired
4125,137,WOR-137-04125,Workstation,Staging,Medium,10.137.16.29,Active
4126,137,SER-137-04126,Server,Dev,Medium,SER-137-04126,Active
4127,155,FIR-155-04127,Firewall,Staging,High,FIR-155-04127,Active
4128,44,WOR-044-04128,Workstation,Prod,High,WOR-044-04128,Active
4129,118,SER-118-04129,Server,Staging,Medium,SER-118-04129,Active
4130,155,SER-155-04130,Server,Prod,Low,SER-155-04130,Active
4131,137,SWI-137-04131,Switch,Dev,Low,SWI-137-04131,Retired
4132,57,SER-057-04132,Server,Test,Low,10.57.16.36,Active
4133,85,CLO-085-04133,CloudVM,Dev,Low,10.85.16.37,Active
4134,142,ROU-142-04134,Router,Staging,Medium,10.142.16.38,Active
4135,191,WOR-191-04135,Workstation,Dev,Medium,10.191.16.39,Active
4136,61,SER-061-04136,Server,Test,Medium,10.61.16.40,Retired
4137,4,SER-004-04137,Server,Prod,High,SER-004-04137,Active
4138,89,DAT-089-04138,Database,Staging,High,10.89.16.42,Active
4139,200,WEB-200-04139,WebApp,Test,High,10.200.16.43,Active
4140,92,DAT-092-04140,Database,Dev,High,10.92.16.44,Active
4141,197,ROU-197-04141,Router,Staging,Low,10.197.16.45,Active
4142,76,DAT-076-04142,Database,Staging,Low,DAT-076-04142,Active
4143,195,CLO-195-04143,CloudVM,Prod,Low,CLO-195-04143,Active
4144,121,FIR-121-04144,Firewall,Staging,Low,10.121.16.48,Retired
4145,8,WOR-008-04145,Workstation,Test,Medium,WOR-008-04145,Active
4146,177,WOR-177-04146,Workstation,Prod,High,WOR-177-04146,Retired
4147,76,SWI-076-04147,Switch,Dev,High,10.76.16.51,Active
4148,12,DAT-012-04148,Database,Staging,Medium,10.12.16.52,Active
4149,109,DAT-109-04149,Database,Dev,High,DAT-109-04149,Active
4150,10,DAT-010-04150,Database,Test,High,DAT-010-04150,Active
4151,89,DAT-089-04151,Database,Staging,High,DAT-089-04151,Active
4152,109,FIR-109-04152,Firewall,Test,High,FIR-109-04152,Active
4153,3,WEB-003-04153,WebApp,Test,High,10.3.16.57,Active
4154,166,SWI-166-04154,Switch,Staging,High,SWI-166-04154,Retired
4155,79,CLO-079-04155,CloudVM,Staging,Medium,10.79.16.59,Active
4156,176,WEB-176-04156,WebApp,Dev,Low,WEB-176-04156,Active
4157,112,WEB-112-04157,WebApp,Test,High,10.112.16.61,Retired
4158,60,ROU-060-04158,Router,Dev,High,10.60.16.62,Active
4159,21,FIR-021-04159,Firewall,Dev,Medium,10.21.16.63,Active
4160,56,WOR-056-04160,Workstation,Test,Low,10.56.16.64,Active
4161,153,SER-153-04161,Server,Prod,Low,SER-153-04161,Active
4162,33,FIR-033-04162,Firewall,Prod,High,10.33.16.66,Active
4163,200,CLO-200-04163,CloudVM,Test,Low,CLO-200-04163,Retired
4164,119,CLO-119-04164,CloudVM,Test,Medium,10.119.16.68,Active
4165,138,ROU-138-04165,Router,Dev,Low,ROU-138-04165,Active
4166,173,WEB-173-04166,WebApp,Dev,High,WEB-173-04166,Active
4167,172,SWI-172-04167,Switch,Test,Low,10.172.16.71,Active
4168,36,WEB-036-04168,WebApp,Prod,Medium,WEB-036-04168,Active
4169,129,WEB-129-04169,WebApp,Staging,Medium,10.129.16.73,Active
4170,115,WOR-115-04170,Workstation,Prod,Medium,10.115.16.74,Active
4171,136,SER-136-04171,Server,Dev,Medium,10.136.16.75,Active
4172,67,CLO-067-04172,CloudVM,Staging,Medium,CLO-067-04172,Active
4173,59,WEB-059-04173,WebApp,Test,Medium,10.59.16.77,Active
4174,77,CLO-077-04174,CloudVM,Dev,High,10.77.16.78,Active
4175,119,WOR-119-04175,Workstation,Dev,Low,WOR-119-04175,Active
4176,147,CLO-147-04176,CloudVM,Test,Medium,CLO-147-04176,Active
4177,155,ROU-155-04177,Router,Prod,Medium,ROU-155-04177,Retired
4178,131,SER-131-04178,Server,Test,High,SER-131-04178,Active
4179,56,DAT-056-04179,Database,Prod,High,10.56.16.83,Active
4180,62,FIR-062-04180,Firewall,Staging,High,10.62.16.84,Active
4181,130,FIR-130-04181,Firewall,Prod,Medium,10.130.16.85,Active
4182,123,CLO-123-04182,CloudVM,Test,High,CLO-123-04182,Retired
4183,143,DAT-143-04183,Database,Test,Medium,10.143.16.87,Active
4184,81,FIR-081-04184,Firewall,Prod,Medium,10.81.16.88,Retired
4185,105,WEB-105-04185,WebApp,Test,Medium,10.105.16.89,Active
4186,124,SER-124-04186,Server,Prod,Low,10.124.16.90,Active
4187,28,WEB-028-04187,WebApp,Staging,Low,10.28.16.91,Retired
4188,75,SWI-075-04188,Switch,Staging,Medium,SWI-075-04188,Active
4189,123,CLO-123-04189,CloudVM,Staging,High,10.123.16.93,Active
4190,102,WOR-102-04190,Workstation,Dev,High,WOR-102-04190,Active
4191,102,FIR-102-04191,Firewall,Dev,Medium,10.102.16.95,Retired
4192,111,SWI-111-04192,Switch,Dev,High,10.111.16.96,Retired
4193,148,SER-148-04193,Server,Prod,High,SER-148-04193,Active
4194,153,WEB-153-04194,WebApp,Staging,High,10.153.16.98,Retired
4195,137,ROU-137-04195,Router,Dev,High,ROU-137-04195,Active
4196,22,DAT-022-04196,Database,Dev,Medium,DAT-022-04196,Active
4197,76,DAT-076-04197,Database,Dev,Low,10.76.16.101,Active
4198,199,SWI-199-04198,Switch,Staging,Low,SWI-199-04198,Active
4199,44,WEB-044-04199,WebApp,Staging,Medium,10.44.16.103,Active
4200,147,WEB-147-04200,WebApp,Test,Low,10.147.16.104,Active
4201,152,SER-152-04201,Server,Test,High,SER-152-04201,Active
4202,191,CLO-191-04202,CloudVM,Prod,High,CLO-191-04202,Active
4203,139,ROU-139-04203,Router,Staging,High,10.139.16.107,Active
4204,85,SWI-085-04204,Switch,Dev,Medium,10.85.16.108,Active
4205,69,ROU-069-04205,Router,Staging,Medium,10.69.16.109,Active
4206,41,DAT-041-04206,Database,Prod,High,DAT-041-04206,Active
4207,56,SER-056-04207,Server,Test,Low,10.56.16.111,Active
4208,193,DAT-193-04208,Database,Prod,High,10.193.16.112,Active
4209,157,CLO-157-04209,CloudVM,Prod,Medium,10.157.16.113,Retired
4210,87,SER-087-04210,Server,Prod,Low,10.87.16.114,Active
4211,169,FIR-169-04211,Firewall,Prod,Medium,10.169.16.115,Active
4212,13,WEB-013-04212,WebApp,Dev,High,10.13.16.116,Retired
4213,109,DAT-109-04213,Database,Test,High,10.109.16.117,Active
4214,96,WOR-096-04214,Workstation,Dev,Low,10.96.16.118,Planned
4215,193,SER-193-04215,Server,Staging,Low,SER-193-04215,Active
4216,172,WEB-172-04216,WebApp,Test,High,10.172.16.120,Active
4217,6,WOR-006-04217,Workstation,Prod,Low,WOR-006-04217,Active
4218,150,WOR-150-04218,Workstation,Prod,High,10.150.16.122,Active
4219,137,FIR-137-04219,Firewall,Staging,Medium,FIR-137-04219,Active
4220,81,WEB-081-04220,WebApp,Prod,High,10.81.16.124,Active
4221,11,SER-011-04221,Server,Dev,Low,10.11.16.125,Active
4222,129,WOR-129-04222,Workstation,Prod,Medium,WOR-129-04222,Retired
4223,35,SWI-035-04223,Switch,Test,Low,10.35.16.127,Active
4224,103,WOR-103-04224,Workstation,Dev,Low,10.103.16.128,Active
4225,136,CLO-136-04225,CloudVM,Test,Medium,10.136.16.129,Active
4226,36,CLO-036-04226,CloudVM,Prod,High,10.36.16.130,Active
4227,131,DAT-131-04227,Database,Test,High,DAT-131-04227,Retired
4228,159,SER-159-04228,Server,Prod,Low,SER-159-04228,Active
4229,83,DAT-083-04229,Database,Prod,Medium,10.83.16.133,Active
4230,75,CLO-075-04230,CloudVM,Test,High,10.75.16.134,Active
4231,99,DAT-099-04231,Database,Test,Low,10.99.16.135,Active
4232,48,WEB-048-04232,WebApp,Dev,High,WEB-048-04232,Retired
4233,75,ROU-075-04233,Router,Staging,Low,10.75.16.137,Active
4234,169,FIR-169-04234,Firewall,Test,Medium,10.169.16.138,Active
4235,117,SER-117-04235,Server,Test,Low,10.117.16.139,Planned
