IncAssetID,IncidentID,AssetID,IncAssetRoleInIncident
13462,9075,6383,Target
13463,4724,2398,Source
13464,6631,5622,LateralMovement
13465,8535,6657,Source
13466,6630,4443,Source
13467,3442,541,Source
13468,4727,5713,Source
13469,6786,6449,Unknown
13470,2485,897,Source
13471,5968,5847,LateralMovement
13472,1192,619,Unknown
13473,9432,4595,Unknown
13474,6432,6377,Source
13475,6766,1322,Source
13476,7656,2452,Unknown
13477,4918,4222,LateralMovement
13478,6715,3678,Target
13479,1695,6590,Source
13480,6570,1786,LateralMovement
13481,9195,4416,Target
13482,9261,6577,Unknown
13483,324,1750,Unknown
13484,1327,1658,Unknown
13485,5750,2069,Target
13486,2019,5279,Source
13487,3469,3176,Unknown
13488,2611,214,Unknown
13489,3419,6461,Source
13490,3350,613,LateralMovement
13491,500,4610,LateralMovement
13492,3458,447,Target
13493,972,3919,Target
13494,6111,3197,Unknown
13495,5192,5826,LateralMovement
13496,6921,1771,Target
13497,5048,2737,Unknown
13498,453,1488,LateralMovement
13499,1357,5554,Target
13500,6010,6032,Unknown
13501,2763,6129,LateralMovement
13502,3849,3165,LateralMovement
13503,162,337,Source
13504,9924,1959,LateralMovement
13505,1330,5772,Target
13506,8218,3149,Source
13507,5735,6387,Source
13508,6747,2903,LateralMovement
13509,6490,3162,Source
13510,9140,6514,Source
13511,5325,578,Unknown
13512,4146,1875,Target
13513,3354,4596,LateralMovement
13514,1772,6652,Source
13515,1465,6815,Unknown
13516,3422,568,Source
13517,1899,4759,Target
13518,8269,7463,Target
13519,9358,2314,Source
13520,3316,4811,Source
13521,941,1651,Source
13522,1315,7374,Unknown
13523,5885,3961,Unknown
13524,1742,2549,Unknown
13525,6776,2742,Unknown
13526,3360,2359,Unknown
13527,7752,5951,Target
13528,9684,6524,Source
13529,6546,4943,Source
13530,3247,1383,Unknown
13531,4131,4034,Source
13532,5883,6283,Unknown
13533,8469,5186,LateralMovement
13534,9910,6967,Source
13535,343,621,Source
13536,6356,4692,Target
13537,4767,3785,Source
13538,1460,1279,Unknown
13539,926,4978,Target
13540,259,7449,Unknown
13541,9545,6142,Target
13542,9980,1148,Unknown
13543,7109,3764,LateralMovement
13544,2937,5460,Source
13545,8677,47,LateralMovement
13546,6415,3953,LateralMovement
13547,5026,7065,Unknown
13548,3836,1642,LateralMovement
13549,7791,1299,LateralMovement
13550,4416,4755,LateralMovement
13551,8898,805,LateralMovement
13552,3707,2237,Unknown
13553,1762,4622,LateralMovement
13554,1647,5691,Unknown
13555,8851,2069,Target
13556,1215,4521,Target
13557,8236,6888,LateralMovement
13558,2650,5578,Target
13559,9245,4549,Target
13560,1794,2647,LateralMovement
13561,8833,3606,LateralMovement
13562,263,2534,LateralMovement
13563,448,2573,Source
13564,3816,4716,LateralMovement
13565,6773,6158,Unknown
13566,4258,2715,LateralMovement
13567,8130,2181,LateralMovement
13568,8873,5148,Source
13569,3354,4325,Source
13570,7715,5235,Unknown
13571,6164,1684,Source
13572,5969,408,LateralMovement
13573,1416,2034,Source
13574,4485,1081,LateralMovement
13575,6556,1357,Source
13576,815,2141,Unknown
13577,8226,4803,Unknown
13578,4756,7488,Unknown
13579,8134,6051,Unknown
13580,1742,6187,LateralMovement
13581,1040,3737,Unknown
13582,9226,2006,Unknown
13583,6943,1737,Unknown
13584,4438,573,Source
13585,6765,6321,Unknown
13586,5223,3925,Unknown
13587,7394,1607,Target
13588,954,6940,Source
13589,37,719,Source
13590,5548,4907,LateralMovement
13591,163,1578,Target
13592,6095,7285,Unknown
13593,2922,3316,Unknown
13594,5743,5768,LateralMovement
13595,4582,3637,LateralMovement
13596,2825,2805,LateralMovement
13597,8899,1637,LateralMovement
13598,838,1901,Source
13599,357,574,Target
13600,4442,1169,Source
13601,9770,6542,Unknown
13602,5159,6189,Target
13603,5475,7310,Source
13604,1912,4217,Target
13605,8214,4276,Target
13606,7915,1704,LateralMovement
13607,3642,6014,Target
13608,3151,1872,Source
13609,5624,4607,Target
13610,4598,7068,Unknown
13611,541,700,Unknown
13612,1450,971,Source
13613,5950,202,Target
13614,5165,1354,LateralMovement
13615,9201,6774,Target
13616,538,349,LateralMovement
13617,2870,2349,Source
13618,9923,5477,LateralMovement
13619,3134,19,Unknown
13620,3782,3562,Source
13621,108,1393,Target
13622,8250,6496,Source
13623,1794,2303,Target
13624,2584,7497,LateralMovement
13625,9745,3766,LateralMovement
13626,7940,1816,Unknown
13627,2652,1374,LateralMovement
13628,2261,3895,Source
13629,9278,5763,Source
13630,8618,655,Target
13631,2490,6081,LateralMovement
13632,3085,6390,LateralMovement
13633,6145,2021,Target
13634,8683,6475,Target
13635,2047,5813,Unknown
13636,403,5409,Target
13637,6192,3291,Unknown
13638,3269,6836,Source
13639,991,4414,LateralMovement
13640,1085,130,Source
13641,2521,6969,Source
13642,2957,3498,LateralMovement
13643,1713,1263,Target
13644,8480,4443,LateralMovement
13645,1489,6390,Source
13646,8249,5836,Source
13647,8832,135,LateralMovement
13648,3846,193,Target
13649,7295,6469,LateralMovement
13650,4135,5000,Unknown
13651,6569,2948,Unknown
13652,6714,4278,LateralMovement
13653,5816,4664,Unknown
13654,7100,2312,Source
13655,5715,578,Unknown
13656,715,378,Target
13657,9660,1697,Unknown
13658,688,4904,LateralMovement
13659,1086,5682,Source
13660,4558,6507,LateralMovement
13661,6706,5692,Unknown
13662,8269,7190,Unknown
13663,8037,6659,LateralMovement
13664,5895,3374,LateralMovement
13665,1632,43,Target
13666,1589,649,Source
13667,7653,6855,Unknown
13668,5288,2663,Unknown
13669,4550,7152,LateralMovement
13670,6741,2124,Target
13671,470,1773,Unknown
13672,8980,2918,Unknown
13673,616,1593,Unknown
13674,6763,1692,Target
13675,9618,4618,LateralMovement
13676,8468,7262,Source
13677,6662,4836,Source
13678,4965,7263,LateralMovement
13679,5196,3666,Source
13680,2487,6214,Unknown
13681,9568,1102,Source
13682,5514,1066,Source
13683,5091,4250,Unknown
13684,6139,6610,Target
13685,1437,7124,LateralMovement
13686,8125,5006,Unknown
13687,1463,2608,Unknown
13688,7667,3449,Unknown
13689,2039,5043,Target
13690,5887,3335,Unknown
13691,3719,3459,LateralMovement
13692,1700,6926,LateralMovement
13693,8006,5353,Source
13694,8568,7259,LateralMovement
13695,2699,2348,Target
13696,9029,2347,LateralMovement
13697,5579,2449,Unknown
13698,3590,6914,Unknown
13699,2983,781,Unknown
13700,3343,6239,Unknown
13701,5759,4812,Target
13702,3273,7171,LateralMovement
13703,5606,6371,Source
13704,9441,2774,Source
13705,3515,3277,LateralMovement
13706,383,5573,Target
13707,2746,2155,Target
13708,9222,2208,Target
13709,7719,7456,Source
13710,4986,209,Unknown
13711,7191,4705,Target
13712,7183,219,Target
13713,64,337,Unknown
13714,810,5376,Source
13715,3666,2766,Target
13716,8767,1704,Unknown
13717,2770,1864,Source
13718,7953,1453,Source
13719,1981,3270,Unknown
13720,8869,5722,Target
13721,656,100,Unknown
13722,3832,2920,LateralMovement
13723,7722,4198,Source
13724,7209,6949,Unknown
13725,3122,1352,Unknown
13726,3599,471,LateralMovement
13727,5398,1956,LateralMovement
13728,7420,1062,LateralMovement
13729,4863,3895,Unknown
13730,8074,6665,Unknown
13731,5572,3451,Unknown
13732,8379,5040,Source
13733,6503,3306,Unknown
13734,6463,6965,Source
13735,2571,2772,Source
13736,3022,6249,Source
13737,3087,2669,Source
13738,254,3581,Target
13739,7596,3681,Source
13740,9352,5866,LateralMovement
13741,5057,568,Unknown
13742,5985,5878,Target
13743,219,2438,LateralMovement
13744,4446,5408,Source
13745,8411,2629,Unknown
13746,2323,3229,Unknown
13747,6358,1907,Unknown
13748,9566,3964,Source
13749,298,346,LateralMovement
13750,8761,5851,LateralMovement
13751,5453,2885,LateralMovement
13752,7359,3536,Target
13753,7584,4775,Source
13754,37,3113,Source
13755,1780,2583,Source
13756,8171,657,Target
13757,787,2187,LateralMovement
13758,1341,3389,Source
13759,4380,1276,Target
13760,5398,2937,LateralMovement
13761,6217,2352,Unknown
13762,5878,4838,Unknown
13763,8770,6987,Source
13764,6266,2898,Target
13765,9874,6694,LateralMovement
13766,5293,2039,Source
13767,7356,4074,Source
13768,6480,5506,Target
13769,6091,3095,Unknown
13770,5763,1024,LateralMovement
13771,4421,1639,Unknown
13772,162,2676,Unknown
13773,1425,1402,Source
13774,3355,4496,Unknown
13775,3562,6179,LateralMovement
13776,1360,5493,Target
13777,2113,6865,Unknown
13778,4141,6825,Source
13779,3967,7146,Source
13780,6048,1764,Unknown
13781,1185,1340,Source
13782,5254,1242,Target
13783,4478,771,LateralMovement
13784,9538,4050,Target
13785,3061,5313,LateralMovement
13786,2151,3976,LateralMovement
13787,5092,285,Target
13788,1119,6538,Source
13789,8900,41,Source
13790,3511,6790,LateralMovement
13791,3970,1374,Unknown
13792,7265,5464,Unknown
13793,8766,7272,Unknown
13794,5437,5848,Unknown
13795,4247,6830,Target
13796,1673,6797,Source
13797,7719,1939,LateralMovement
13798,2586,4305,Unknown
13799,5046,5616,Unknown
13800,7033,5057,LateralMovement
13801,973,7146,Target
13802,1126,3682,Source
13803,5535,231,Target
13804,4534,2132,Unknown
13805,1107,684,Target
13806,735,187,LateralMovement
13807,5602,4964,LateralMovement
13808,906,760,Source
13809,2445,4428,Target
13810,1693,5263,Source
13811,5156,5416,LateralMovement
13812,1071,1832,Source
13813,4039,1947,Source
13814,2028,3371,LateralMovement
13815,5477,7076,Unknown
13816,209,5187,LateralMovement
13817,228,3467,LateralMovement
13818,2122,6897,Target
13819,8142,1858,Target
13820,1422,4917,Unknown
13821,8435,6686,LateralMovement
13822,5128,5337,Source
13823,1774,552,Source
13824,5847,6918,Source
13825,9991,4841,LateralMovement
13826,7204,6313,LateralMovement
13827,8077,2637,Unknown
13828,6666,66,Source
13829,5695,5859,LateralMovement
13830,52,4553,Target
13831,562,211,Unknown
13832,9143,3209,Target
13833,4962,4963,Unknown
13834,642,7065,Unknown
13835,8441,3435,Unknown
13836,7029,2813,Source
13837,4726,6572,LateralMovement
13838,937,6539,Unknown
13839,1849,4605,LateralMovement
13840,6221,929,Target
13841,4633,3943,Source
13842,8550,1538,Target
13843,3659,4987,Source
13844,866,5661,Target
13845,5385,5240,LateralMovement
13846,8515,6172,Unknown
13847,1743,388,LateralMovement
13848,9754,6853,Source
13849,2980,3429,Target
13850,7743,2606,Source
13851,1596,5702,Source
13852,1467,6292,LateralMovement
13853,7808,3814,Source
13854,6134,3247,Unknown
13855,8440,6581,Target
13856,2227,3202,Target
13857,3434,7040,Target
13858,424,7403,Unknown
13859,9216,1698,Unknown
13860,8957,7188,Target
13861,6248,2093,Target
13862,3029,514,Source
13863,7996,4555,LateralMovement
13864,810,639,Source
13865,2919,6889,Source
13866,8030,3989,Source
13867,111,1841,Target
13868,5880,428,Unknown
13869,1834,3317,LateralMovement
13870,481,4050,Unknown
13871,7072,1549,Source
13872,7739,2114,Unknown
13873,9702,790,LateralMovement
13874,8785,2351,LateralMovement
13875,7025,1196,LateralMovement
13876,4341,1853,Source
13877,7485,2543,LateralMovement
13878,9423,6981,LateralMovement
13879,1288,7285,Source
13880,5252,5191,Source
13881,2514,529,Source
13882,1071,4081,Target
13883,1745,3910,LateralMovement
13884,5855,1944,Target
13885,5861,46,Unknown
13886,6028,439,Source
13887,3008,6510,Unknown
13888,910,1174,Target
13889,4681,7062,Source
13890,990,4777,Target
13891,7325,2081,Target
13892,202,7257,Target
13893,3931,1581,Target
13894,6146,7216,Source
13895,5629,5758,Source
13896,5621,4729,Unknown
13897,1196,4761,Target
13898,2957,1559,Unknown
13899,556,7356,Target
13900,4811,6854,LateralMovement
13901,9848,4643,LateralMovement
13902,6937,4628,Source
13903,3194,6812,Source
13904,1052,7340,Unknown
13905,3581,7203,Source
13906,8745,4806,LateralMovement
13907,8386,3224,LateralMovement
13908,3983,5297,Unknown
13909,6945,3672,Target
13910,7479,7296,Target
13911,8575,1476,LateralMovement
13912,3634,1778,Source
13913,4539,5979,LateralMovement
13914,161,3208,Target
13915,624,5557,LateralMovement
13916,7797,3887,Unknown
13917,1609,4371,LateralMovement
13918,1744,4415,Target
13919,4666,4603,Unknown
13920,2733,1442,Source
13921,9780,2446,Source
13922,3192,3780,Target
13923,6619,39,Source
13924,2083,5785,LateralMovement
13925,6526,839,Unknown
13926,6368,2754,Target
13927,5598,6334,Target
13928,4998,5148,Unknown
13929,6964,1514,Target
13930,2094,3267,LateralMovement
13931,7935,1831,Unknown
13932,5118,6570,Source
13933,8747,1454,Unknown
13934,3031,7458,Unknown
13935,571,6005,Unknown
13936,1388,2953,LateralMovement
13937,2106,6136,LateralMovement
13938,756,7049,Target
13939,7452,2272,LateralMovement
13940,4882,1707,Target
13941,1950,5228,Unknown
13942,9775,1083,LateralMovement
13943,8828,4016,Unknown
13944,9944,6509,Source
13945,9321,4302,Target
13946,9155,1384,LateralMovement
13947,9941,33,Unknown
13948,125,5644,Target
13949,6900,4553,LateralMovement
13950,8835,5742,LateralMovement
13951,4963,947,Unknown
13952,8064,1190,Source
13953,7780,7227,Unknown
13954,2797,341,Unknown
13955,4088,5963,Unknown
13956,7160,242,LateralMovement
13957,8593,5869,Unknown
13958,7722,3922,Source
13959,5443,1013,Unknown
13960,7127,5121,Source
13961,716,6351,LateralMovement
13962,9579,1967,Unknown
13963,1553,1857,Target
13964,8211,1941,Unknown
13965,7063,3400,Source
13966,8985,4636,Target
13967,4075,1667,Target
13968,3305,5910,LateralMovement
13969,6352,3542,Target
13970,8583,1364,Unknown
13971,8331,7266,Source
13972,1578,2363,LateralMovement
13973,1480,460,Unknown
13974,7070,6587,LateralMovement
13975,3531,4055,Source
13976,6642,5545,Source
13977,6103,1185,Target
13978,4236,6572,Unknown
13979,6773,39,LateralMovement
13980,6155,6657,Target
13981,135,3843,LateralMovement
13982,3025,2031,LateralMovement
13983,5610,5088,Source
13984,1182,589,Target
13985,3984,531,LateralMovement
13986,7144,3165,LateralMovement
13987,1114,5986,Unknown
13988,3620,369,LateralMovement
13989,1884,2575,Unknown
13990,6202,2987,Source
13991,1778,1478,Unknown
13992,6207,709,LateralMovement
13993,7054,6517,Target
13994,3819,3257,LateralMovement
13995,3614,6829,Target
13996,620,1356,Unknown
13997,6520,415,Target
13998,6871,406,LateralMovement
13999,8425,7235,LateralMovement
14000,246,5845,LateralMovement
14001,3597,6521,Target
14002,211,1015,LateralMovement
14003,6231,2232,Source
14004,6581,1646,Unknown
14005,5468,6424,Source
14006,7512,6460,LateralMovement
14007,996,4832,Target
14008,7817,6834,Target
14009,9972,6318,Source
14010,4782,7223,Unknown
14011,135,1568,Unknown
14012,4660,1955,LateralMovement
14013,7895,3874,Source
14014,1071,258,Unknown
14015,5910,61,LateralMovement
14016,5193,606,Target
14017,6793,4889,Target
14018,1380,7275,Target
14019,250,7401,LateralMovement
14020,2437,1991,Target
14021,3578,5810,Target
14022,6764,4110,Unknown
14023,8781,3332,Target
14024,9589,7144,LateralMovement
14025,100,1878,LateralMovement
14026,691,866,Source
14027,6212,793,Unknown
14028,695,2416,Target
14029,5976,1322,Unknown
14030,7938,2178,Source
14031,7222,5072,Source
14032,4070,2665,LateralMovement
14033,9274,2715,LateralMovement
14034,3963,1531,Target
14035,2864,7494,Source
14036,631,2313,LateralMovement
14037,2083,4902,LateralMovement
14038,9872,4567,Unknown
14039,6563,847,Unknown
14040,8921,3063,Source
14041,1594,1152,Source
14042,3718,3996,Unknown
14043,7743,6349,Source
14044,2233,6013,Source
14045,6838,683,LateralMovement
14046,2433,5708,Unknown
14047,6463,4435,Source
14048,9722,3072,Source
14049,5616,3642,Source
14050,8431,5182,Target
14051,8876,2330,Source
14052,2351,5812,Target
14053,4272,6371,Target
14054,2910,1521,Unknown
14055,4269,2359,LateralMovement
14056,606,6348,Target
14057,8158,2664,Source
14058,3337,5070,LateralMovement
14059,6654,6999,Unknown
14060,9300,6947,Target
14061,8120,3634,Source
14062,9531,7410,LateralMovement
14063,1162,1947,Target
14064,2593,4503,Target
14065,8637,4422,Target
14066,1236,742,Source
14067,9432,7382,Target
14068,3500,6280,Source
14069,5666,401,LateralMovement
14070,8099,2740,LateralMovement
14071,2080,5456,Target
14072,1374,4500,Unknown
14073,3430,771,Source
14074,4138,3580,Target
14075,2312,4234,LateralMovement
14076,8226,5923,LateralMovement
14077,8031,4000,Unknown
14078,9046,684,Source
14079,8201,4457,LateralMovement
14080,9103,3127,Source
14081,9023,2890,LateralMovement
14082,5301,6480,Source
14083,7764,4340,LateralMovement
14084,3029,5188,Unknown
14085,6954,6639,Unknown
14086,1265,579,Unknown
14087,6456,1183,Source
14088,8772,7100,Source
14089,9460,1691,Source
14090,4769,7131,Unknown
14091,3080,7071,Source
14092,7631,5768,LateralMovement
14093,3461,4544,Target
14094,8551,3791,Source
14095,7762,356,Target
14096,5089,1264,Target
14097,4954,1098,Target
14098,2649,1457,Target
14099,7819,1288,Unknown
14100,978,4195,Target
14101,6743,7300,Target
14102,5219,7347,Source
14103,6907,3239,Unknown
14104,6520,3345,Source
14105,9610,5965,LateralMovement
14106,1261,4205,Source
14107,9265,2777,Source
14108,7289,563,Source
14109,7678,546,Target
14110,5319,4784,Source
14111,4750,1589,LateralMovement
14112,1946,158,Unknown
14113,4533,2079,Source
14114,287,4162,Unknown
14115,9989,7253,LateralMovement
14116,7417,894,Unknown
14117,6714,7341,Unknown
14118,9806,1198,Target
14119,7206,2137,Target
14120,2835,2267,Source
14121,1759,6011,Source
14122,6232,6444,Target
14123,9694,13,Source
14124,9126,7477,Source
14125,3735,5492,LateralMovement
14126,2937,3451,Unknown
14127,3130,7449,Source
14128,1774,3680,Unknown
14129,9490,4871,LateralMovement
14130,4157,3662,LateralMovement
14131,2975,2594,Target
14132,95,6993,Target
14133,4129,2727,Target
14134,3254,5306,LateralMovement
14135,8027,953,LateralMovement
14136,6790,3603,LateralMovement
14137,286,6634,Unknown
14138,5571,5252,Target
14139,2268,2670,Unknown
14140,6116,6808,Target
14141,7488,5240,Unknown
14142,1815,7378,Unknown
14143,8636,21,Unknown
14144,683,960,Unknown
14145,9923,3714,LateralMovement
14146,9945,6270,Unknown
14147,8089,5649,Source
14148,4705,3021,LateralMovement
14149,6697,3114,LateralMovement
14150,2174,4711,Target
14151,4422,4215,Unknown
14152,1002,1787,Source
14153,7661,3159,Source
14154,8928,2558,Source
14155,416,1561,Unknown
14156,5480,1380,Source
14157,3818,5137,LateralMovement
14158,8631,5279,LateralMovement
14159,4553,5428,Unknown
14160,8477,5330,Source
14161,3866,1206,LateralMovement
14162,55,5582,Unknown
14163,9685,2333,LateralMovement
14164,7363,5968,Target
14165,1850,5689,LateralMovement
14166,9785,5988,Source
14167,2353,5880,Unknown
14168,1226,995,LateralMovement
14169,5842,1767,Target
14170,203,418,Target
14171,8214,3517,Source
14172,8017,6643,LateralMovement
14173,7227,502,Target
14174,2573,3119,Target
14175,522,6832,Target
14176,4697,5717,Target
14177,1986,3030,Target
14178,1902,1292,Source
14179,8948,1661,Unknown
14180,3537,3603,Unknown
14181,1595,3602,Unknown
14182,159,4320,Source
14183,4522,4505,LateralMovement
14184,1107,5895,Source
14185,618,662,Target
14186,2938,316,Unknown
14187,4192,4613,LateralMovement
14188,6883,6645,Unknown
14189,5149,2553,Source
14190,7373,2181,Target
14191,4061,958,Source
14192,6592,5255,Target
14193,5065,1700,Unknown
14194,96,2669,Source
14195,9993,3185,Unknown
14196,4078,391,Unknown
14197,1248,3484,Source
14198,1302,988,Unknown
14199,8639,6562,Source
14200,8174,6383,LateralMovement
14201,8907,878,Unknown
14202,7536,3755,LateralMovement
14203,6965,2431,Target
14204,7206,609,Source
14205,5814,3280,Source
14206,5418,4181,Target
14207,2697,3952,Source
14208,6494,6427,Source
14209,3492,7254,Unknown
14210,2516,6280,Unknown
14211,654,3954,Source
14212,7773,5819,Unknown
14213,1783,5881,Source
14214,6878,4151,LateralMovement
14215,4666,983,Target
14216,6952,5590,Unknown
14217,6785,839,LateralMovement
14218,447,1591,LateralMovement
14219,3328,7094,LateralMovement
14220,8874,3231,Target
14221,6894,4225,Target
14222,1603,3369,LateralMovement
14223,9869,5742,Source
14224,1642,4514,Source
14225,9461,1721,LateralMovement
14226,42,1749,Target
14227,4965,1487,Target
14228,5124,245,LateralMovement
14229,9045,1729,LateralMovement
14230,8445,804,Source
14231,2192,139,Target
14232,3287,4682,Unknown
14233,6491,3294,LateralMovement
14234,2961,2377,Target
14235,6376,1844,Unknown
14236,2780,7108,Unknown
14237,2923,2358,Target
14238,2534,2191,LateralMovement
14239,1208,3191,Source
14240,5372,3438,LateralMovement
14241,3729,1901,Unknown
14242,8953,155,Unknown
14243,583,4697,Target
14244,7758,2114,Unknown
14245,3577,5800,Source
14246,8918,4991,Target
14247,92,1761,Target
14248,1575,6705,Source
14249,9656,5835,Source
14250,7391,7130,Target
14251,6895,2097,Unknown
14252,6840,6031,LateralMovement
14253,9687,6300,Unknown
14254,3045,487,LateralMovement
14255,6753,5345,Target
14256,6204,690,Target
14257,9752,6385,LateralMovement
14258,6515,4833,Source
14259,8279,3972,Unknown
14260,377,48,LateralMovement
14261,5103,4204,LateralMovement
14262,5985,4005,Target
14263,494,5825,Source
14264,2946,2684,Unknown
14265,2546,3253,Source
14266,7714,3222,LateralMovement
14267,9415,4850,Unknown
14268,5488,5997,Source
14269,1682,689,Source
14270,9598,7058,Target
14271,9639,6446,LateralMovement
14272,1070,6969,Unknown
14273,5956,2271,Unknown
14274,5650,6960,LateralMovement
14275,3336,5669,Source
14276,7186,980,LateralMovement
14277,3963,6171,Source
14278,8722,2032,Target
14279,7975,5147,Unknown
14280,5990,418,Target
14281,8947,6983,Target
14282,5128,7309,Unknown
14283,466,2538,Source
14284,7743,4978,LateralMovement
14285,528,594,Source
14286,9525,2934,Target
14287,2384,7351,Target
14288,8193,1684,LateralMovement
14289,9361,5059,LateralMovement
14290,2506,1996,Source
14291,7336,4703,Unknown
14292,4709,3369,Target
14293,1607,5591,Unknown
14294,8292,1925,Target
14295,4534,1424,Source
14296,1861,1925,LateralMovement
14297,5913,6748,Target
14298,5784,5637,LateralMovement
14299,3226,755,Unknown
14300,6297,1399,Target
14301,7854,5634,LateralMovement
14302,580,1828,Source
14303,6592,147,Target
14304,1661,3202,LateralMovement
14305,8366,188,Source
14306,7290,2858,LateralMovement
14307,7381,6665,Source
14308,3695,2572,LateralMovement
14309,1077,2165,Target
14310,8447,4909,LateralMovement
14311,3712,3217,Source
14312,3357,427,LateralMovement
14313,129,5003,LateralMovement
14314,9593,2334,LateralMovement
14315,4015,7013,Target
14316,8836,2547,Unknown
14317,9444,1555,Source
14318,7858,2035,LateralMovement
14319,4527,2774,Unknown
14320,4776,4458,Target
14321,221,6576,LateralMovement
14322,9471,7011,LateralMovement
14323,2007,729,Unknown
14324,8683,2726,Source
14325,1941,4059,LateralMovement
14326,502,4869,LateralMovement
14327,7817,4222,Unknown
14328,1490,5157,Unknown
14329,3571,4603,Unknown
14330,4870,5487,Target
14331,6580,5740,Target
14332,2625,4216,Source
14333,3643,2363,Source
14334,3809,5318,Unknown
14335,2012,2609,Target
14336,4114,3595,LateralMovement
14337,9881,5002,Unknown
14338,481,5,Source
14339,6325,5693,LateralMovement
14340,5636,1073,Unknown
14341,3180,498,Unknown
14342,2779,4164,Target
14343,757,4072,Target
14344,5529,5164,Unknown
14345,4576,1095,Source
14346,3088,1512,Source
14347,5751,1377,Source
14348,2793,5324,Source
14349,8540,6035,Unknown
14350,9821,2256,LateralMovement
14351,8821,2232,Source
14352,2293,4271,LateralMovement
14353,7184,1663,LateralMovement
14354,6365,5434,LateralMovement
14355,2252,6580,Unknown
14356,1354,5876,Unknown
14357,5045,815,Target
14358,1014,1913,Unknown
14359,4748,673,LateralMovement
14360,1529,7023,LateralMovement
14361,2035,4757,LateralMovement
14362,4718,93,Source
14363,4033,5673,Unknown
14364,260,1465,LateralMovement
14365,6225,1152,Source
14366,4306,155,Source
14367,5822,1052,Source
14368,924,3330,LateralMovement
14369,2333,5635,Target
14370,4198,4405,Unknown
14371,6898,6276,LateralMovement
14372,1645,555,Unknown
14373,2996,7030,Unknown
14374,9717,5110,Unknown
14375,2159,4707,Target
14376,8630,310,LateralMovement
14377,7301,971,Unknown
14378,1449,5127,Target
14379,5716,513,Unknown
14380,7925,4707,LateralMovement
14381,1585,45,Source
14382,1741,2698,Source
14383,8910,6776,LateralMovement
14384,9533,3257,Target
14385,682,7360,Unknown
14386,64,6986,Source
14387,990,5092,Unknown
14388,1932,6560,LateralMovement
14389,9543,368,LateralMovement
14390,8463,1238,Source
14391,5222,1465,LateralMovement
14392,3363,7277,Unknown
14393,9088,2103,Unknown
14394,7894,1666,Source
14395,6178,847,LateralMovement
14396,5339,6775,Source
14397,9901,172,Source
14398,692,516,Source
14399,9553,5787,LateralMovement
14400,2847,5234,Source
14401,6410,2429,Unknown
14402,6875,1066,Unknown
14403,2885,1639,LateralMovement
14404,4100,939,Target
14405,3094,141,LateralMovement
14406,6394,1391,Target
14407,8598,2357,Target
14408,7906,3610,LateralMovement
14409,7143,5981,LateralMovement
14410,7874,5944,Target
14411,8689,537,Source
14412,3134,610,LateralMovement
14413,2181,2632,Source
14414,9989,3787,Source
14415,9227,4084,LateralMovement
14416,418,6704,LateralMovement
14417,4185,266,LateralMovement
14418,8105,2021,Target
14419,304,3678,LateralMovement
14420,5736,3078,Target
14421,8793,1772,Source
14422,7909,6408,Unknown
14423,9159,6156,LateralMovement
14424,6307,4425,Target
14425,9309,6575,Source
14426,1057,6440,Source
14427,2898,1050,Target
14428,5647,7499,LateralMovement
14429,7711,6002,Target
14430,3642,2341,Unknown
14431,1546,1762,Unknown
14432,3164,4772,Target
14433,5107,1571,Target
14434,6326,696,Unknown
14435,7647,4094,LateralMovement
14436,9277,6147,LateralMovement
14437,4049,303,Target
14438,7310,2947,Source
14439,7446,935,Unknown
14440,5124,22,LateralMovement
14441,4043,6776,Source
14442,2841,6344,LateralMovement
14443,2126,3176,Target
14444,9041,3914,LateralMovement
14445,3364,5353,Unknown
14446,2767,3512,Target
14447,2097,3151,LateralMovement
14448,1688,1007,Unknown
14449,9600,2619,Unknown
14450,7804,1092,Source
14451,2205,5935,LateralMovement
14452,152,1550,Target
14453,9835,1488,Source
14454,6576,7254,LateralMovement
14455,3754,1177,Unknown
14456,2925,7453,Unknown
14457,1598,3883,Source
14458,2731,4328,Target
14459,4270,2933,LateralMovement
14460,5853,1408,Target
14461,8196,4948,Unknown
14462,4458,3723,LateralMovement
14463,310,6643,Target
14464,554,2936,Unknown
14465,2550,1377,Source
14466,3082,5803,Unknown
14467,4215,2431,Source
14468,1672,7163,LateralMovement
14469,4923,1679,Source
14470,4357,3408,Source
14471,3978,6711,Unknown
14472,5655,2655,LateralMovement
14473,332,5300,Unknown
14474,6875,2073,LateralMovement
14475,7186,6062,Unknown
14476,801,3708,Source
14477,2785,6825,Target
14478,7784,5189,Unknown
14479,3795,5611,Source
14480,1465,6803,Source
14481,3054,4429,Target
14482,5157,3116,Source
14483,9334,2723,LateralMovement
14484,4853,6416,Source
14485,242,2039,Source
14486,3210,6657,LateralMovement
14487,4583,4655,LateralMovement
14488,1787,4217,Target
14489,1516,4828,Target
14490,6372,638,Unknown
14491,6110,7320,Unknown
14492,8107,2872,Source
14493,5421,4055,LateralMovement
14494,5293,3640,Unknown
14495,3931,6478,LateralMovement
14496,7005,6288,Source
14497,5490,6867,Source
14498,8556,4211,Source
14499,5116,879,Target
14500,7306,1210,Unknown
14501,9706,369,LateralMovement
14502,8643,377,Unknown
14503,2075,4036,Target
14504,8135,5459,Target
14505,7394,4151,LateralMovement
14506,7899,5006,Source
14507,724,5388,Source
14508,4906,5798,LateralMovement
14509,4739,2868,LateralMovement
